gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,proppant_intensity,frac_fluid_intensity,average_stage_length,frac_fluid_to_proppant_ratio,bin_lateral_length,batch_frac_classification,well_family_relationship,OilPeakRate
4289.370079,11.0,83075.64286,573726.684,5998.0314960000005,19.36779558,133.7554637,389.9427344,6.906075767999999,1.0,0,2,179.1071706
4399.606299,15.0,93196.71429,491948.6714,8828.740157,21.18296683,111.8165213,293.30708660000005,5.278605315,1.0,0,2,130.75359170000002
3719.488189,15.0,246506.8571,2030981.921,9386.811024,66.27440245,546.038008,247.9658793,8.239048378,1.0,0,3,110.7023981
4466.535433,15.0,106133.0714,530433.7011,7965.551181,23.76183353,118.7573029,297.7690289,4.997817306,1.0,0,2,28.12143292
4867.125984,19.0,195390.7143,451566.7366,7645.669290999999,40.14498801,92.77892909,256.1645255,2.311096196,1.0,0,2,261.5686913
3923.228346,14.0,451393.6429,1919215.464,8500.984252,115.0566837,489.1929029,280.2305962,4.251755633,1.0,0,2,184.6428857
3899.606299,14.0,448267.0,1895076.793,8627.952756,114.9518607,485.9661842,278.54330710000005,4.227562576,1.0,0,2,223.8571775
3998.031496,12.0,167398.0714,1118278.673,7155.511811,41.87012323,279.7073195,333.1692913,6.680355774,1.0,0,1,55.160326
3840.551181,11.0,146439.9286,870294.1347,7134.84252,38.12992502,226.6065712,349.1410165,5.943011193999999,1.0,0,1,8.746429925
4190.944882,11.0,149199.6429,859754.1331,7139.763779999999,35.60047843,205.145655,380.9949893,5.762440959,1.0,0,1,15.65992306
4001.968504,11.0,150154.3571,848067.1312,7174.212598,37.52012466,211.9124952,363.8153185,5.647968846,1.0,0,1,19.90397133
5789.370079,12.0,324235.1429,1635600.11,6359.251969,56.00525419,282.51780210000004,482.44750660000005,5.044487454,1.0,0,1,46.03572141
4207.677165,11.0,163388.5714,911198.641,8735.23622,38.83106165,216.556215,382.5161059,5.576881131,1.0,0,2,39.88095855
4270.669290999999,11.0,97705.28571,969571.6501,8455.708661,22.87821394,227.0303748,388.2426628,9.923430887,1.0,0,2,119.2500185
3966.535433,13.0,132156.2857,1213045.688,7685.03937,33.31781297,305.819955,305.1181102,9.178872433,1.0,0,2,42.33333988
4490.15748,15.0,336784.6429,1647634.755,6171.259843,75.00508486,366.9436456,299.343832,4.892250255,1.0,0,2,41.39286355
5335.629921,10.0,187487.0,648981.41,7481.299212999999,35.13868142,121.6316385,533.5629921,3.461474182,1.0,0,1,132.8940682
5980.314961,10.0,245872.3571,1173648.372,6347.440945,41.11361337,196.2519332,598.0314961,4.773405135,1.0,0,2,6.523810533
4064.96063,11.0,115005.8571,1007143.656,8423.228346,28.29199779,247.7622166,369.5418754,8.757324895,1.0,0,2,50.77381738
4445.866142,12.0,120078.2857,1126834.674,8882.874016,27.008974600000005,253.4567255,370.4888451000001,9.384166902,1.0,0,2,41.92857792
4089.566929,11.0,79415.0,510228.3409,6244.094488000001,19.41892659,124.7634162,371.7788117,6.424835872999999,1.0,0,0,171.09050269999997
3841.535433,10.0,247519.2857,999674.1309,9545.275591,64.43238388,260.2277522,384.1535433,4.038772688,1.0,0,2,53.23810348
4190.944882,11.0,108978.2143,1040205.161,8395.669291,26.00325639,248.20301630000003,380.9949893,9.545074378,1.0,0,2,32.45159232
3873.031496,22.0,162714.2857,722455.1118,6946.850394,42.01212561,186.5347887,176.0468862,4.440022636,1.0,0,2,27.56404367
3689.96063,13.0,282500.2857,1779442.716,10424.2126,76.55915985,482.2389435,283.8431254,6.298905897999999,1.0,0,3,15.25397061
2591.535433,10.0,130131.7143,833969.51,7113.188976,50.21413662,321.8051736,259.1535433,6.40865691,1.0,0,1,6.864286777
4377.952756000001,12.0,159491.0,1070399.166,8344.488189,36.4304982,244.4976511,364.8293963,6.711345252,1.0,0,2,109.5579535
7305.118109999999,15.0,149286.4286,1377578.2130000002,8817.913386,20.43586788,188.5771308,487.007874,9.227752491,1.5,0,2,29.64286173
3940.944882,21.0,181571.4286,700491.6084,8693.897638,46.07306979,177.74712140000003,187.664042,3.857939621,1.0,0,0,204.5357459
4216.535433,15.0,87233.71429,423847.5656,6098.425197,20.68848126,100.5203377,281.1023622,4.85875867,1.0,0,2,45.96429283
3875.0,13.0,128765.8571,631501.0977,6552.165354,33.22989862,162.9680252,298.0769231,4.904258875,1.0,0,1,125.7143052
6994.094488,16.0,274373.6429,1519341.235,8995.07874,39.2293303,217.2320145,437.1309055,5.537489751,1.5,0,0,80.47699658
6958.661417,21.0,192160.8571,1925162.298,8603.346457,27.61462954,276.6569865,331.3648294,10.0184935,1.5,0,1,103.7393018
3967.519685,16.0,162321.4286,805380.1246,7133.858268000001,40.91257044,202.9933532,247.96998030000003,4.961637732,1.0,0,2,90.76191881
3841.535433,20.0,131711.6429,1304108.202,9002.952756,34.28619758,339.4757707,192.0767717,9.901237078,1.0,0,2,80.02382191
3619.094488,11.0,161145.7143,1011452.657,8734.251968999999,44.52652861,279.4767199,329.0085898,6.276633921,1.0,0,2,61.00000944
3682.086614,13.0,277941.5,1460181.0469999998,9502.952756,75.48478054,396.5634708,283.2374319,5.253555325,1.0,0,2,73.7857257
3270.669291,16.0,118386.7857,427121.7566,7659.448819,36.19650144,130.5915452,204.4168307,3.60784993,1.0,0,0,146.56283059999998
3657.480315,10.0,250272.4286,1450766.272,9350.393701,68.42755313,396.6573015,365.7480315,5.796748289,1.0,0,2,54.98810375
3977.362205,14.0,187739.9286,1140660.677,7500.984251999999,47.20212013,286.7882325,284.09730030000003,6.075748964,1.0,0,2,203.9111427
4121.062992,14.0,314253.5,1185130.183,8425.19685,76.25544686,287.5787596,294.3616423,3.771255319,1.0,0,1,23.42857505
4041.338583,13.0,193954.7857,1206179.187,8911.417323,47.99270879,298.4603151,310.8721987,6.218867877999999,1.0,0,2,68.90477257
3979.330709,10.0,147326.0714,717428.6825,7744.094488,37.02282676,180.2887809,397.9330709,4.869665467,1.0,0,1,242.6428947
3584.6456689999995,15.0,323486.5714,1384553.2140000002,8242.125984,90.24227253,386.2454876,238.976378,4.280094868,1.0,0,2,213.5924934
4116.141732,13.0,194766.7143,1213681.188,8439.96063,47.31778616,294.8589399,316.6262871,6.231461019,1.0,0,1,156.6666909
4513.779528,11.0,310908.4286,1352886.709,8862.204724,68.87984375,299.7237019,410.3435934,4.351399271,1.0,0,2,143.0551809
4170.275591,10.0,279650.4286,1242989.478,8416.338583,67.05802111,298.0593131,417.0275591,4.444797329,1.0,0,0,119.90359
3981.299213,11.0,191731.4286,606995.5939,8126.968504,48.15800529999999,152.4616869,361.9362921,3.1658638260000003,1.0,0,0,97.14564996
4017.716535,21.0,378135.9286,1685671.761,8570.866142,94.1171248,419.5596543,191.319835,4.457846064,1.0,0,2,153.6837539
3817.913386,10.0,250190.9286,1379483.975,9517.716535,65.53080264,361.3188242,381.7913386,5.513724991,1.0,0,2,97.92065008
3513.779528,15.0,190151.0,1059435.866,7574.80315,54.11580279999999,301.5089188,234.2519685,5.571550328,1.0,0,2,101.1436664
3953.740157,19.0,54304.64286,681457.6055,7240.15748,13.73500551,172.3577115,208.0915872,12.54879085,1.0,0,2,38.23810116
4055.11811,16.0,134340.7857,1024778.968,7485.236220000001,33.12869861,252.7124834,253.4448819,7.628204366,1.0,0,2,63.37778759
3457.677165,19.0,216208.0714,1137908.688,6801.181102,62.52986068,329.0962787,181.9830087,5.263025938,1.0,0,2,29.64286173
4372.047243999999,10.0,93485.71429,910223.248,8970.472441,21.38259471,208.1915398,437.2047244,9.736495624,1.0,0,0,145.8214511
3972.440945,10.0,214161.6429,1016844.443,7042.322834999999,53.91185063,255.9747161,397.2440945,4.748023173,1.0,0,2,67.14286753
3842.519685,13.0,417232.2857,1786080.7759999998,10223.4252,108.5829924,464.8202021000001,295.5784373,4.280782762,1.0,0,2,207.154794
4238.188976,11.0,194110.0,647822.6003,7931.102362,45.80022294,152.8536372,385.2899069,3.337399414,1.0,0,0,261.30956430000003
3845.472441,26.0,225178.5714,773155.6197,8302.165354,58.55680281,201.0560813,147.9027862,3.4335221810000003,1.0,0,2,96.76191974
4132.874016,20.0,139464.2857,3646375.564,8253.937007999999,33.74510938,882.2856807000001,206.6437008,26.14558663,1.0,0,0,335.4889408
4350.393701,10.0,101428.5714,639109.7537,6517.7165350000005,23.31480284,146.90848640000002,435.0393701,6.301082077999999,1.0,0,1,65.41051915
4028.543307,11.0,187035.7143,683395.1058,8123.031496,46.42762905,169.63826719999997,366.2312097,3.653821455,1.0,0,1,108.0595405
3257.874016,11.0,287026.6429,1768104.095,10226.37795,88.10243781,542.7171482000001,296.1703651,6.160069592999999,1.0,0,2,120.65478059999998
3997.047244,15.0,207338.5714,1374478.2130000002,8945.866142,51.87293489,343.87339669999994,266.4698163,6.629148659,1.0,0,2,125.4166861
5243.110236,16.0,349052.2857,1306406.262,6923.228345999999,66.57351648,249.1662778,327.6943898,3.742723698,1.0,0,2,84.22898129
4854.330709000001,10.0,270490.5714,1039276.637,8172.244094,55.72149647,214.092673,485.4330709,3.842191732,1.0,0,2,187.4885211
5246.062992,14.0,291178.4286,1752864.271,7972.440945,55.50418076,334.12947460000004,374.7187852,6.0198974210000005,1.0,0,0,174.9166937
3910.433071,10.0,216481.2143,936835.645,9743.110236,55.35990781,239.5733741,391.0433071000001,4.32756093,1.0,0,2,142.25557759999998
3435.0393700000004,11.0,228124.0714,1215000.533,9191.929134,66.41090446,353.70789160000004,312.27630639999995,5.326051414,1.0,0,2,47.70238833
3330.708661,17.0,175252.9286,986776.6527,6500.984252,52.61730952,296.2662763,195.9240389,5.63058581,1.0,0,1,167.17859730000004
4122.047243999999,16.0,234170.5,1039408.387,8801.181102,56.80927125,252.15829069999995,257.6279528,4.4386820160000005,1.0,0,2,146.4643084
3839.566929,10.0,85714.28571,377535.7727,7611.220472,22.32394624,98.32769676,383.9566929,4.404584015,1.0,0,0,138.4524024
4281.4960630000005,10.0,177257.5714,772809.4529,7234.251969,41.40084887,180.499863,428.1496063,4.359810679,1.0,0,2,101.0476347
4208.661417,11.0,224193.7143,1228236.797,7988.188976,53.26960096,291.8354972,382.6055834,5.478462236,1.0,0,2,289.8095687
4099.409449,26.0,225862.5714,819671.1269,8155.511811,55.09636796,199.948587,157.66959419999998,3.629070198,1.0,0,2,92.38493493
4094.488189,14.0,299963.7143,1310543.2859999998,7701.771654000001,73.26036868,320.0749949,292.4634421,4.369006062,1.0,0,2,92.79763341
4533.464567,10.0,220525.2857,1026414.587,6721.456693000001,48.64387544,226.40842830000005,453.3464567,4.654407698,1.0,0,0,19.95317769
3853.346457,10.0,1852571.429,866096.2174,4235.236220000001,480.7694946,224.7646889,385.3346457,0.467510296,1.0,0,2,32.03571924
4031.496063,14.0,178337.1429,1113664.8390000002,5246.062992,44.23597098,276.2410831,287.9640045,6.244716166,1.0,0,2,57.58334225
4037.401575,14.0,178015.6429,970015.9835,5788.385827,44.09163655,240.2574937,288.3858268,5.449049128,1.0,0,2,77.7504372
4072.834646,15.0,192820.0,1076940.167,6204.724409,47.34294828,264.4203019,271.5223097,5.585209868,1.0,0,2,0.821428699
4592.519685,15.0,193271.4286,1070430.166,5500.0,42.08396302,233.0812362,306.167979,5.538481159,1.0,0,1,109.5210487
4426.1811020000005,10.0,223915.6429,1031932.588,6381.8897640000005,50.58890219,233.1428752,442.6181102,4.608577476000001,1.0,0,2,71.54604282
4542.322835,12.0,268544.0,1221121.189,6540.3543310000005,59.12041257,268.83188039999993,378.5269029,4.547192225,1.0,0,1,67.58493109
4239.173228000001,11.0,234596.6429,1129498.091,8202.755906,55.34018787,266.4430139,385.3793844,4.814638768,1.0,0,2,129.6904963
4190.944882,14.0,348545.7143,1160192.894,7592.519684999999,83.16637992,276.8332504,299.3532058,3.328667794,1.0,0,2,86.40987732
3969.488189,11.0,238434.8571,949578.4922,8218.503937000001,60.06690177,239.2193772,360.8625626,3.982548959,1.0,0,2,125.2619241
4141.732282999999,12.0,103958.7857,439487.068,8446.850394,25.10031518,106.1118967,345.144357,4.227512518999999,1.0,0,1,141.2922401
3819.88189,12.0,115105.7143,439363.068,8486.220471999999,30.13331763,115.0200662,318.3234908,3.817039586,1.0,0,1,135.14009230000002
4232.283465,10.0,237710.6429,1016316.336,8673.228346,56.16604957,240.1342784,423.2283465,4.27543472,1.0,0,2,331.4786227
3655.511811,14.0,177601.7857,1173536.182,4697.834646,48.58465651,321.0319764,261.10798650000004,6.607682332,1.0,0,1,251.56749930000004
3479.3307090000003,14.0,175164.0,839790.13,5228.346457,50.34416521,241.3654235,248.523622,4.7943077910000005,1.0,0,2,222.228209
3516.732283,14.0,179137.7143,851508.1318,4698.818898,50.93868394,242.13049590000003,251.1951631,4.753371646000001,1.0,0,1,211.2305882
4074.80315,10.0,181222.8571,769397.9762,3008.858268,44.47401518,188.8184405,407.480315,4.245590144,1.0,0,2,55.20953235
4119.094488000001,14.0,339775.6429,1515093.865,7555.118109999999,82.48794579,367.822071,294.2210349,4.459100872,1.0,0,2,105.0952544
4227.362204999999,11.0,236650.0714,967857.0545,8075.787402,55.9805524,228.9505861,384.305655,4.089823632,1.0,0,2,112.1428745
3517.716535,12.0,116918.2143,391421.5606,8526.574803,33.23696299,111.27149009999998,293.14304460000005,3.34782363,1.0,0,2,152.52875769999997
3838.582677,10.0,196285.7143,902196.092,8233.267717,51.13494505,235.0336486,383.8582677,4.59634108,1.0,0,0,135.8690686
4072.834646,15.0,193400.0,1058622.485,5673.228346,47.48535524,259.9227755,271.5223097,5.4737460460000005,1.0,0,1,115.1190654
4821.850394,15.0,193702.1429,1170870.181,6154.527559,40.17174467,242.8259041,321.45669289999995,6.044694002999999,1.0,0,2,73.53890027
4565.944882,11.0,282402.1429,540066.5836,6449.80315,61.84966095,118.2814505,415.0858984,1.912402569,1.0,0,2,150.3377217
3737.204724,16.0,320962.1429,1376121.2130000002,10722.44094,85.88294368,368.2220575,233.5752953,4.287487617,1.0,0,2,436.023877
11097.44094,38.0,920931.8571,3907380.105,7654.527559,82.98596602,352.0974001,292.03791960000007,4.24285475,2.5,0,2,187.5157603
8825.787402,32.0,1031241.071,4571741.208000001,7817.913386,116.84408700000002,517.9981116,275.8058563,4.433241978,2.0,0,1,554.0020699
8780.511811,31.0,1005011.0,4273800.161,7818.897637999999,114.4592732,486.737021,283.2423165,4.252490929,2.0,0,1,374.5595818
8943.897638,30.0,968730.5714,4126066.686,7816.929134,108.3119028,461.3275837000001,298.1299213,4.259251032,2.0,0,0,414.329826
4332.677165,15.0,193771.4286,1087635.168,5107.283465,44.72325566,251.0307431,288.8451444,5.612980078,1.0,0,2,190.3095533
4332.677165,15.0,192185.7143,1074067.131,5679.133858,44.35726618,247.8991832,288.8451444,5.588693907000001,1.0,0,2,180.1444723
4332.677165,15.0,193323.5714,1128787.675,6092.519685,44.61988836,260.5289136,288.8451444,5.8388517570000005,1.0,0,2,105.5476354
4080.708661,15.0,494015.2143,2194195.84,8092.519684999999,121.0611331,537.6997041000001,272.0472441,4.441555191,1.0,0,0,217.0119383
4183.070866,20.0,322714.1429,1825280.282,9322.834646,77.14766333,436.3493569,209.1535433,5.656028169,1.0,0,2,71.84524921
6408.464567,17.0,337026.1429,1754126.783,9708.661417,52.59077886,273.72029060000006,376.9685039,5.204720228999999,1.5,0,2,110.8028743
4028.543307,10.0,217557.0714,881667.0769,7401.574803,54.00390534,218.8550575,402.8543307,4.052578347,1.0,0,2,89.57144243
3735.23622,11.0,118950.9286,935557.6329,8876.968504,31.84562409,250.4681304,339.56692910000004,7.865072127999999,1.0,0,0,140.5833551
4049.212598,10.0,213614.7857,863874.9194,5766.732282999999,52.7546481,213.3439276,404.9212598,4.0440783,1.0,0,2,14.63889115
5255.905511999999,14.0,292076.7857,1207842.854,9712.598425,55.57116372,229.8068051,375.4218223,4.135360675,1.0,0,2,97.1871579
4174.212598,31.0,784410.7143,4241764.609,10376.9685,187.918247,1016.183174,134.6520193,5.407581171,1.0,0,1,216.7619383
4752.952756000001,42.0,240819.6429,910181.5456,10325.7874,50.66737568,191.498126,113.1655418,3.779515387,1.0,0,2,82.36739370000001
4502.952756000001,11.0,256206.6429,1030595.159,7921.259843000001,56.89747522,228.8709688,409.3593414,4.022515373,1.0,0,2,168.13812130000002
4288.385827,11.0,236678.6429,966781.6496,8729.330709,55.19061307,225.4418536,389.853257,4.084786181,1.0,0,2,90.60715688
4496.062992,30.0,292625.0893,1792193.6819999998,9932.086614,65.08473965,398.6140064,149.8687664,6.124538694,1.0,0,2,93.48810971
4292.322835,10.0,181275.1429,808557.6251,8615.15748,42.23241118,188.3729757,429.2322835,4.460388845,1.0,0,0,221.7262248
3980.314961,13.0,209370.9286,967045.1497,7797.244094,52.60159828,242.9569417,306.1780739,4.618812919,1.0,0,2,95.10885826
4633.858268,15.0,464507.0714,2077228.393,8433.070866,100.2419678,448.2718877,308.92388450000004,4.471898321,1.0,0,2,73.05953512
4248.0314960000005,10.0,183312.0,648768.1004,8643.700787,43.15222243,152.7220551,424.8031496,3.5391469210000004,1.0,0,1,213.7500331
3975.393701,11.0,171016.2143,1557889.741,10387.79528,43.01868624,391.8831337,361.3994273,9.109602546,1.0,0,2,248.83337180000004
3963.582677,14.0,444839.6429,1940878.562,8758.858268,112.2317053,489.6778295,283.1130484,4.363097115,1.0,0,1,140.9885139
4254.92126,15.0,489805.0,2243672.954,8747.047244,115.1149387,527.3124501,283.6614173,4.580747347,1.0,0,0,102.34525390000002
4145.669290999999,14.0,450262.8571,1926014.798,8676.181102,108.6104138,464.5847661,296.1192351,4.277534261,1.0,0,0,210.8452707
4083.661417,23.0,411006.0,1794864.48,8164.370079,100.646444,439.5233338000001,177.5504964,4.36700311,1.0,0,2,166.3333591
4607.283465,15.0,359621.6429,1029265.85,7079.724409,78.05502866,223.399723,307.15223100000003,2.862079828,1.0,0,0,407.4286345
4498.0314960000005,15.0,358320.2143,1187121.565,7362.204723999999,79.66156186,263.92024280000004,299.8687664,3.313018684,1.0,0,1,125.7262099
4348.425197,20.0,153035.7143,513947.6033,7449.80315,35.19336481,118.1916625,217.42125980000003,3.358350734,1.0,0,2,197.1309829
6663.385827,22.0,211792.2143,835899.2603,9724.409449,31.78447411,125.4466246,302.8811739,3.946789372,1.5,0,2,98.93651531
3956.692913,13.0,438687.4286,1720019.7659999998,7918.307087,110.8722456,434.7114633000001,304.3609933,3.920832133,1.0,1,1,157.9047863
4268.700787,11.0,232949.1429,1111799.672,7978.346457,54.57143858,260.4538775,388.0637079,4.772714157,1.0,0,0,134.9166875
4522.637795000001,15.0,359812.2143,1211238.461,7234.251969,79.55804346,267.8168176,301.5091864,3.366307238,1.0,0,2,203.6747764
4425.19685,30.0,393875.0,1782500.2759999998,10383.85827,89.00733986,402.8070018,147.5065617,4.525548146,1.0,0,2,123.6678763
9254.92126,32.0,1029627.714,4468759.192,7926.181102,111.2519151,482.8522109000001,289.2162894,4.340169878,2.0,0,0,276.1786142
7116.141731999999,24.0,774914.5714,3368166.021,8071.850394,108.8953257,473.31351,296.50590550000004,4.346499789,1.5,0,2,242.10718030000004
6808.070866,25.0,772782.5,3286620.509,7937.007874,113.5097615,482.753569,272.3228346,4.252969637,1.5,0,0,271.668296
4540.3543310000005,14.0,328318.8571,595610.1041,7007.874016,72.31128525,131.18141459999998,324.3110236,1.814120911,1.0,0,0,440.0834014
4050.19685,14.0,456106.7143,2007478.013,8820.866142,112.6134682,495.6494924,289.299775,4.401334052,1.0,0,0,259.182183
4314.96063,15.0,460982.1429,1979854.425,8134.84252,106.8334528,458.834876,287.664042,4.29486143,1.0,0,2,152.9766247
4279.527559,14.0,336194.7143,1111010.279,7019.685039,78.55883848,259.6104976,305.6805399,3.304663137,1.0,0,0,374.8171215
3996.062992,10.0,198571.4286,1410860.04,8358.267717,49.69176636,353.0625124,399.6062992,7.10505056,1.0,0,0,108.0595405
4148.622047,14.0,448396.7143,1881762.291,8158.464567,108.0832887,453.5873044,296.3301462,4.196646031,1.0,0,1,222.0595582
2639.76378,10.0,322004.8413,1381170.769,8128.937008,121.9824455,523.2175621,263.97637799999995,4.289285726,1.0,0,0,122.4285904
3877.952756,14.0,163854.2857,1018582.658,5238.188976,42.25278028,262.6598934,276.9966254,6.21639314,1.0,1,1,201.107174
3850.393701,14.0,461229.0,2045519.817,7235.236220000001,119.7874908,531.2495229,275.0281215,4.434933225,1.0,0,2,359.6738652
3955.708661,14.0,452257.2143,1898688.294,7261.811024,114.33026370000002,479.9868889,282.5506187,4.198248771,1.0,0,2,416.6429216
4318.897638,14.0,419059.8571,1788018.2769999998,8748.031496,97.02935617,413.9987623,308.4926884,4.266737189,1.0,0,0,246.363927
6590.551181,29.0,590722.2143,3525436.427,9645.669291,89.63168604,534.9228509,227.2603856,5.968010583,1.5,0,2,257.5805161
6999.015748000001,20.0,391809.3571,2950008.064,9910.433071,55.9806366,421.4889879,349.9507874,7.529192476,1.5,0,2,227.5500352
4115.15748,14.0,672618.9286,2795590.028,7997.047243999999,163.4491345,679.3397437000001,293.93982,4.156276175,1.0,0,1,326.4048124
4092.519685,30.0,388375.0,1782500.2759999998,10518.70079,94.8987494,435.550813,136.41732280000002,4.589637015,1.0,0,2,163.0821681
6634.84252,22.0,528505.0714,1530641.475,7312.007874,79.65600839,230.6974838,301.5837509,2.896171783,1.5,0,2,649.4095053
4033.464567,14.0,452617.5714,1930711.299,7993.110235999999,112.2155814,478.6731771000001,288.1046119,4.265656971,1.0,0,1,197.8571735
6674.212598,30.0,918315.7143,2769044.059,7248.031496,137.5916186,414.8870026,222.47375330000003,3.015350839,1.5,0,0,668.3268891
7382.874016,13.0,293324.5714,793539.968,10187.00787,39.73040456,107.4838832,567.9133857999999,2.7053307,1.5,0,0,198.4359513
4103.346457,11.0,217225.5,961135.2202,6843.503937,52.93862029,234.2320421,373.0314961,4.424596653,1.0,0,2,137.1547831
3628.937008,16.0,374537.7143,1873915.23,10238.18898,103.2086568,516.3813057,226.808563,5.003275128,1.0,0,1,223.6207489
9352.362205,32.0,1026057.0,4474618.193,8985.23622,109.7109989,478.4479145,292.2613189,4.360984032,2.0,0,2,253.64646780000004
7127.952756000001,25.0,775822.9286,3447169.5330000003,9072.834646,108.8423219,483.61284810000006,285.1181102,4.443242661,1.5,0,2,204.5000316
3950.787402,14.0,447614.7143,1806462.911,7295.275591,113.29759579999998,457.241235,282.1991001,4.035754082,1.0,0,2,229.678607
4314.96063,15.0,481962.2143,2089928.8,7369.094488,111.6956227,484.3448131,287.664042,4.336291804,1.0,0,0,257.1309922
3878.937008,14.0,451308.9286,1735907.269,7381.889764,116.3486099,447.5213867,277.06692910000004,3.846383616,1.0,0,2,493.0846001
4083.661417,14.0,458681.3571,1995594.309,7394.685039,112.3211036,488.6777098,291.6901012,4.350720337,1.0,0,0,358.6429126
4189.96063,16.0,203461.0,1398472.216,5145.669290999999,48.55916749,333.7673883,261.8725394,6.873416607999999,1.0,0,2,272.5171057
4230.314961,16.0,206465.4286,1375904.2130000002,5610.236220000001,48.80615994,325.248646,264.394685,6.664090073,1.0,0,2,183.748838
6489.173228000001,23.0,586098.0714,3072434.095,9532.480315,90.31937518,473.4708084,282.1379664,5.242184277,1.5,0,2,293.3929025
7353.346457,21.0,418057.2143,2891954.65,9992.125984,56.85264753,393.2841553,350.1593551,6.917604937999999,1.5,0,2,229.6765832
6662.401575,22.0,527257.3571,1590419.449,7577.755906,79.13923399,238.7156389,302.8364352,3.0164006760000004,1.5,0,1,310.5794528
