surface_x,surface_y,gross_perforated_length,total_proppant,total_fluid,true_vertical_depth,proppant_intensity,frac_fluid_intensity,proppant_to_frac_fluid_ratio,relative_well_position,batch_frac_classification,well_family_relationship,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,OilPeakRate
1390002.907,705866.9511,3786.417323,93000.0,671352.7109999999,8544.291339,24.56147648,177.3055249,0.138526289,1,1,1,1389412.2759999998,703318.2815,1388865.559,701225.0327,207.3924924
1386198.38,706392.7193,3535.433071,117142.8571,440176.08,8627.952756,33.13394846,124.50414740000002,0.266127267,0,1,0,1385607.481,703758.0864,1385177.981,701781.9571,34.52071963
1385719.08,696308.9452,3735.23622,122857.1429,823715.1513,8596.456693,32.89139846,220.5255846,0.149150034,1,1,0,1386326.0380000002,698844.6726,1386731.522,700761.1247,215.2619381
1600425.468,719084.1058,4437.992126,182857.1429,1321109.121,4128.937008,41.20267402,297.6817181,0.138411839,2,1,2,1603099.285,718524.695,1605234.586,718067.9958,28.28571866
1403729.834,635102.2169,3880.905512,114223.6429,717386.6109999999,2950.787402,29.43221434,184.8503162,0.1592218769999999,2,1,2,1404286.165,637631.9966,1404716.512,639573.2427,29.03614395
1365931.3269999998,632625.1553,4478.346457,270950.6231,1132306.175,3148.622047,60.50238089,252.8402361,0.239290952,2,1,2,1362931.304,633148.4452,1360680.738,633640.288,181.9159012
1353190.129,625411.6759,3099.409449,236142.8571,954149.1477,3013.779528,76.18962936,307.84869289999995,0.247490508,2,1,2,1355445.55,624968.1291,1356954.608,624662.7393,68.40477249
1360789.8280000002,637237.193,4676.1811020000005,349571.4286,851399.6318,3169.291339,74.75575067,182.0715693,0.410584425,1,1,0,1363579.738,636676.4235,1365858.921,636133.5495,197.02384
1366880.129,641626.8941,4430.11811,350428.5714,1505329.233,3267.716535,79.10140604,339.7943792,0.2327919789999999,2,1,2,1363828.7219999998,642367.9004,1361698.513,642852.1337,128.2317659
1354502.2769999998,634064.043,4994.094488000001,408857.1429,1720422.7659999998,3166.338583,81.86812321,344.4914329,0.237649228,2,1,2,1357886.461,633372.4144,1360292.38,632881.0209,70.73810619
1366108.374,630434.2771,5265.748031,388285.7143,1673907.259,3117.125984,73.73799733,317.8859393,0.231963696,2,1,2,1362748.045,631163.545,1360165.525,631713.7277,148.2833563
1365869.576,627800.7382,5384.84252,400000.0,1702458.263,3078.740157,74.28258088,316.1574841,0.234954365,2,1,2,1362473.189,628517.345,1359780.986,629094.2143,12.58333528
1164427.782,684558.5478,6928.149606,226571.4286,690571.6069,6915.3543310000005,32.70302194,99.67619727,0.328092592,2,1,2,1162967.547,688632.7376,1161735.813,691935.7335,17.21798296
1146675.315,715491.5849,7211.614173000001,207142.8571,756555.1171,9259.84252,28.72350796,104.9078748,0.273797444,2,1,2,1147157.235,720456.0492,1147697.73,724390.1102,165.3333589
1101780.762,665417.0492,2116.141732,201448.5714,1108750.969,6553.149606,95.19616213,523.9492951999999,0.181689646,1,1,0,1099932.5359999998,665936.3281,1098889.321,666240.6177,9.448358605
1180408.74,503581.2216,3551.1811020000005,165857.1429,1327450.467,2674.212598,46.70478302,373.8053422,0.124944129,2,1,2,1180917.869,506167.2163,1181259.542,507963.6228,60.2900887
1240579.435,649432.2052,2692.913386,42563.28571,240916.1682,7895.669290999999,15.80566458,89.46302154,0.1766726,2,1,2,1238803.338,649818.2431,1237755.048,650162.8289,75.91667842
1331514.518,599950.1946,3705.708661,81857.14286,684294.1059,6493.110236,22.08947069,184.6594453,0.11962275,2,1,2,1331753.314,602396.6598,1332135.033,604154.0092,101.53573
1249965.043,696131.109,3853.346457,115249.8571,450660.3555,8059.055118000001,29.90903061,116.9529811,0.255735513,2,1,2,1250398.897,698559.3603,1250579.259,700356.5356,217.6905099
1324842.937,641741.1452,4349.409449,103428.5714,595520.4255,7220.472441,23.77991142,136.91983530000002,0.173677622,1,1,0,1324377.572,639314.6786,1324044.067,637399.1591,56.04762772
1317371.949,610838.9168,3001.968504,91428.57143,542141.3696,6554.133858,30.45620609,180.595289,0.168643414,1,1,0,1316841.403,608682.5356,1316529.813,607033.1969,172.988122
1075267.529,624922.4484,3668.307087,151000.0,995509.7969,9655.511811,41.16340220000001,271.3812594,0.151681079,2,1,2,1074790.596,622734.9537,1074451.452,621081.9825,19.15357439
1048874.908,698716.4711,3789.370079,165625.8571,943108.7174,7182.086614,43.7080184,248.8827161,0.17561693,2,1,2,1046274.533,699029.1081,1044466.601,699437.6953,131.06464609999998
1049890.454,574919.9497,1922.244094,76285.71429,609785.5944,9600.393701,39.68575817,317.2258904,0.12510252,2,1,2,1051486.258,574527.5717,1052443.122,574288.0852,0.76190488
1086700.408,769624.6366,3813.976378,152846.4286,573281.6125,8166.338583,40.07534747,150.31074019999997,0.26661666,2,1,2,1089223.258,769142.9471,1091171.47,768778.6067,230.8690833
1060665.389,662189.6711,4074.80315,278857.1429,1242883.192,6441.929134,68.43450656,305.0167448,0.2243631139999999,2,1,2,1063198.41,661622.3166,1065141.044,661150.455,62.05953341
1097656.621,697903.8652,3740.15748,65416.42857,213316.9378,7896.653543,17.49028722,57.03421284,0.306663077,2,1,2,1100560.446,697464.5161,1102362.322,697197.5454,13.32143063
1081796.905,770340.2125,3868.110236,127732.1429,503052.5779,8165.354331,33.0218466,130.0512517,0.253914101,2,1,2,1084244.814,769920.577,1086010.736,769540.22,145.89287969999998
1044488.781,689318.1668,4060.03937,173616.0,1002165.572,6972.440945,42.76214691,246.8364172,0.173240835,2,1,2,1045156.307,691963.6529,1045668.872,693835.0138,57.25000886
1069972.702,643003.0861,6210.629921,174519.6429,855363.2038,6121.062992,28.10015169,137.7256759,0.20402987,2,1,2,1066439.346,643779.7138,1063362.65,644463.6754,12.35714477
1321637.009,589325.8319,3368.110236,176245.7143,5773691.107999999,6320.866142,52.3277749,1714.222725,0.030525657,1,1,0,1321258.389,586962.4103,1320938.669,585216.012,56.65477067
1320152.231,589823.5574,3349.409449,113708.5714,579880.9231,6341.535433,33.94884178,173.1293029,0.196089519,1,1,1,1320025.981,587240.2266,1319873.643,585290.295,89.29723604
1322562.142,595701.4498,3072.834646,103428.5714,583902.8047,6465.551181,33.65900979,190.0208999,0.177133199,2,1,2,1323070.611,597948.3765,1323365.208,599465.5369,234.666703
1025339.947,610663.6866,3683.070866,253504.2143,1410213.0990000002,9373.031496,68.82957822,382.8905689,0.179763055,2,1,2,1024803.356,608510.3982,1024542.415,606775.9861,106.2500164
1070185.296,728035.0435,4124.015748,314000.0,1839090.785,8170.275591,76.13937947,445.946596,0.170736541,2,1,2,1072680.837,727556.5746,1074676.889,727174.4802,86.40668004
991852.0495,568502.3375,2248.031496,159642.6429,777603.7513,7487.458631999999,71.01441556,345.9042957,0.205300762,2,1,2,990081.453,568876.9119,988832.5509,569106.6915,0.036904768
1032688.494,690067.1643,3710.629921,74857.14286,393033.5608,6953.740156999999,20.17370216,105.9209808,0.190459926,2,1,2,1032248.434,687717.6203,1031922.603,685838.3684,44.93770537
1049275.003,704977.6574,3626.968504,278054.5,1557000.336,7619.094488,76.66305889,429.2842175,0.178583455,2,1,2,1047034.778,705576.4094,1045416.399,706005.6783,89.94922027
1116815.924,761272.7197,2155.511811,30620.71429,143852.2008,7959.645668999999,14.205774300000002,66.73691144,0.212862328,2,1,2,1115289.802,761493.9964,1114195.66,761315.4372,45.70919075
1350153.77,643796.913,4043.307087,181272.7857,912004.6411,7201.771654000001,44.83280192,225.5590836,0.198763008,2,1,2,1350031.601,641066.254,1349904.689,639032.9131,70.10675688
1035048.214,669300.5235,4278.543307,86812.0,517574.2349,6580.708661,20.29008328,120.9697315,0.1677285969999999,2,1,2,1035514.54,671913.5205,1035930.239,673886.6414,34.02381479
1121827.4009999998,700949.9779,3872.047244,26785.71429,136400.0211,6676.1811020000005,6.917713705,35.22684836,0.196376174,2,1,2,1122942.422,698303.5187,1123210.186,696323.3181,201.107174
1345590.554,634149.1288,3272.637795,48911.78571,339543.0525,7099.409449,14.94567648,103.7521027,0.144051794,1,1,0,1345086.968,631995.6661,1344834.3280000002,630644.6553,36.09524368
1064099.513,723498.1355,4357.283465,161428.5714,652107.2438,7799.941175,37.04798477,149.659128,0.247549116,2,1,2,1066524.37,722872.9657,1068491.702,722390.6479,136.8428783
1100742.625,658995.2760000001,3849.409449,214714.2857,860505.5141,6974.409449,55.7785002,223.54221490000003,0.249521104,2,1,2,1100043.686,656505.822,1099609.962,654744.4751,97.58334844
1316130.284,579848.7579999999,4074.80315,89047.21429,489240.5995,6008.858268,21.85313278,120.0648428,0.182011089,1,1,0,1315953.383,577294.0376,1315604.284,575345.9894,79.51659394
1093383.159,709141.0332,3937.007874,339428.5714,1590207.246,7830.708661,86.21485714,403.9126405,0.213449267,2,1,2,1090680.687,709645.6995,1088865.798,709996.9579,87.96804933
1035407.092,747451.2662,4183.070866,333285.7143,1681440.26,8389.76378,79.67489076,401.9631304,0.198214425,2,1,2,1037983.214,747007.6334,1039857.606,746594.8509,156.0702622
1076152.168,733500.3039,3939.96063,226142.8571,1290737.605,9000.0,57.39723779,327.6016503,0.175204361,2,1,2,1079050.078,732818.5109,1080791.389,732360.3318,59.16429487
1014891.017,686900.2554,3357.283465,233142.8571,1255996.194,6932.086614,69.44389999,374.1108571,0.185623856,2,1,2,1012425.757,687394.8696,1010755.804,687655.135,65.26191486
1343888.131,634407.0529,2343.503937,56373.5,350270.8994,7134.84252,24.05521882,149.4646089,0.160942574,2,1,2,1343538.236,631560.3301,1343274.896,629549.0656,128.29327379999998
1098196.758,737392.3599,4118.110236,134017.7143,497730.9104,7822.834645999999,32.5434985,120.86391129999998,0.2692573669999999,2,1,2,1100734.023,736794.5043,1102702.502,736148.5466,64.32143853
1192593.67,524443.4046,4456.692913,55377.07143,600857.593,7480.314961,12.425597300000002,134.8214034,0.092163388,2,1,2,1195645.381,523818.4516,1197904.613,523347.54,140.67859319999997
1327001.193,605859.6664,2642.716535,75857.14286,424343.5657,6737.204723999999,28.70422985,160.5709731,0.178763504,2,1,2,1327674.728,608023.3661,1328090.476,609621.6399,82.21152066
1028750.173,664879.7487,4152.559055,286714.2857,1071065.666,6625.984252,69.04520367,257.9290629,0.26769067,2,1,2,1031246.617,664375.0377,1033206.487,663901.585,54.97619898
1268254.866,718902.2908,4084.645669,173458.3571,626614.1684,7993.110235999999,42.4659496,153.40722769999996,0.276818441,2,1,2,1265641.295,719398.7624,1263733.204,719844.333,108.2976358
1268097.425,717482.4346,4195.866142,203714.2857,903389.5922,8005.905512,48.55118796,215.3046741,0.225499925,1,1,0,1265501.595,718023.0137,1263598.207,718462.5643,223.21432030000005
1267610.509,714596.0761,4355.314961,210571.4286,973563.6388,8102.362204999999,48.34815174,223.5346117,0.216289331,2,1,2,1265063.467,715096.2206,1263082.052,715485.5861,123.4095429
1092417.872,734667.4028,4355.314961,285714.2857,1320452.585,8466.535433,65.60129136,303.1818817,0.216376028,2,1,2,1094901.709,733975.1008,1096873.87,733435.2557,36.13345797
1071451.096,679515.0069,3832.677165,202285.7143,1072972.166,6816.929134,52.77922078,279.95370330000003,0.188528389,2,1,2,1070966.117,676896.1461,1070662.005,674930.1985,114.7000178
1121865.174,700957.0465,4937.992126,45405.0,259470.0402,6698.818898,9.195032888,52.54565693,0.174991301,1,0,1,1125164.323,700766.3509,1127632.571,700535.6856,232.3214645
1121777.6,700910.2978,2332.677165,64285.71429,172180.3005,6700.787402,27.55877034,73.81231446,0.373362772,1,0,1,1124250.049,699579.175,1126310.162,699141.2655,134.892878
1127544.136,744684.2551,2157.480315,39166.92857,158379.0245,7724.409449,18.15401434,73.40925589,0.247298711,2,1,2,1129287.451,744406.9801,1130356.616,744203.1057,64.30655757
1139231.655,733114.8551,2418.307087,107722.1429,274169.2091,10391.73228,44.54444328,113.37237140000002,0.392903868,3,1,3,1139317.972,733704.0554,1139335.077,733820.8198,178.63098
1028565.027,610057.7263,3591.535433,259122.0,1406338.468,9356.299213,72.14797259999999,391.5702612,0.184252942,2,1,2,1027719.932,607893.1347,1027449.193,606366.9304,119.2381137
1219134.8490000002,634100.4086,4190.944882,80428.57143,362035.7703,8837.598425,19.19103536,86.38523782,0.222156422,2,1,2,1216413.328,634561.7667,1214326.472,634904.6475,182.6666949
1236652.41,649683.5469,3961.614173,107285.7143,421056.8271,8002.952756000001,27.08131322,106.2841581,0.254801033,2,1,2,1237158.795,652241.0771,1237481.111,654296.5036,127.9365277
1235354.81,649709.7037,3789.370079,219642.8571,828097.9615,7041.338583,57.96289425,218.5318257,0.265237771,2,1,2,1235822.39,652195.4861,1236179.913,654103.5839,159.7115327
1232797.902,650185.7696,3963.582677,217214.2857,706098.9188,8025.590551,54.80251162,178.1466356,0.307625858,1,1,0,1233325.649,652812.8615,1233800.51,654787.1982,95.97620533
1234132.022,507902.2053,1286.417323,28928.57143,328801.5509,2550.19685,22.48770357,255.5947787,0.087981858,2,1,2,1235371.697,507722.8832,1236050.305,507591.6439,31.83651286
1325903.307,620476.3628,3166.338583,55085.28571,307823.4048,6799.212598,17.39715582,97.21746324,0.1789509339999999,2,1,2,1325460.025,618078.6569,1325146.806,616407.418,25.2857182
1281133.683,653590.3994,3961.614173,170428.5714,569906.3025,7463.582676999999,43.01998225,143.857094,0.2990466519999999,0,1,0,1280726.92,650948.5079999999,1280340.262,649031.7456,175.21431280000002
1282185.369,653437.2158,4038.385827000001,72903.35714,508245.0787,7406.496063,18.05259831,125.85352179999998,0.143441344,2,1,2,1281977.678,650834.9946,1281740.712,648799.8501,202.7055869
1006006.73,661941.1199,3970.472441,25848.57143,135704.7353,6474.409449,6.510200439,34.17848564,0.190476562,2,1,2,1005431.252,659297.1415,1005053.473,657409.373,12.38770033
1316360.738,585246.8235,4602.362204999999,76571.42857,566044.5876,6188.976378,16.63741904,122.990013,0.135274553,2,1,2,1316435.279,582856.8533,1316031.969,580827.1452,343.23814839999994
1009849.897,661342.9566,4082.677165,214285.7143,973086.0911,7554.133858,52.4865684,238.3450985,0.220212493,2,1,2,1009261.555,658755.5746,1008794.719,656825.0958,116.0531926
1008820.345,661545.2901,4020.669291,213428.5714,917049.8919,7551.181102,53.08284665,228.08388990000003,0.232733871,1,1,0,1008029.252,658974.286,1007492.186,657041.8624,134.7500209
1007318.3,661758.2747,4114.173228000001,146980.1429,912473.7007,6466.535433,35.72531702,221.787866,0.1610787719999999,1,1,0,1006748.482,659229.8425,1006234.085,657252.6028,15.10635154
1062895.29,722357.8989,3860.23622,214527.5714,1371603.331,7871.062992,55.57369010000001,355.3159063,0.156406423,2,1,2,1062289.572,719077.3249,1061878.067,716429.6817,245.1337681
1236784.838,722384.6752,1505.9055119999998,96912.14286,320906.5139,9064.96063,64.35473016,213.0987047,0.301994938,2,1,2,1235559.462,722598.9814,1234846.889,722742.4189,53.62262735
1137695.379,731183.3177,6249.015748,199033.5714,361684.4369,7156.496063,31.85038724,57.87862465,0.550296201,2,1,2,1138277.254,727476.5574,1137908.695,724302.6325,224.3809871
1133466.456,732143.4811,5489.173228000001,226428.5714,470223.5728,7163.385826999999,41.25003202,85.66382463,0.481533859,1,1,1,1131849.521,728779.3461,1131265.203,725354.2027,132.8817666
1133538.482,732133.0811,6187.007874,229285.7143,504818.471,7164.370079,37.05922458,81.59331316,0.454194384,1,1,1,1133002.775,728318.2277,1132605.603,725108.292,176.2817733
1314031.639,590813.6185,3266.732283,109000.0,887623.1374,6252.952756000001,33.36667671,271.7159107,0.122799863,2,1,2,1313112.326,588326.8314,1312961.102,586372.6129,88.10715649
1209559.946,530746.4983,3897.637795,89285.71429,934897.7756,2659.448819,22.90764791,239.8626616,0.095503184,0,1,0,1207035.56,531134.4724,1205086.451,531410.6436,76.73810711
1209419.51,529310.7572,4033.464567,71015.78571,744645.9486,2657.480315,17.60664673,184.6169555,0.095368525,2,1,2,1206810.167,529724.3275,1204872.233,530052.0995,101.28573
1066309.097,709325.4329,3740.15748,24991.07143,190582.8628,5376.968504,6.681823307999999,50.95583911,0.131129688,2,1,2,1063725.383,710016.6249,1061968.657,710388.8777,45.91667377
1060148.547,719947.5484,2626.968504,156428.5714,855662.1324,7804.133858,59.54718193,325.7222655,0.182815817,2,1,2,1059600.833,718022.4824,1059364.769,716811.2787,180.9285994
1131736.804,733913.39,6288.385827,255857.1429,561224.0869,7208.661417,40.68725264,89.2477183,0.455891236,3,1,3,1127941.332,733504.8706,1123650.509,733043.0348,131.7619252
1131811.547,733896.3514,7682.086614,235857.1429,651968.8509,7185.03937,30.70222385,84.86871909,0.361761367,1,1,0,1130783.334,729415.695,1129910.977,725522.3245,140.20240269999996
1312741.433,661816.8437,2393.700787,103714.2857,441606.1398,4605.314961,43.32800752,184.4867755,0.234856983,1,1,1,1313142.864,663677.9237,1313306.837,664775.429,56.10715154
1295349.529,710399.8039,1938.976378,138548.7143,1846747.786,3909.448819,71.45456534,952.4343911,0.075023084,2,1,2,1294444.758,707656.2323,1294011.352,705741.302,39.66667281
1103043.7240000002,686386.2182,1944.88189,42383.0,61309.89044,7662.401575,21.79206883,31.52370885,0.6912914000000001,2,1,2,1103526.728,688473.1408,1103731.071,689368.946,148.55954680000002
1263525.01,688532.1538,4158.464567,68597.78571,439874.5681,8641.732283,16.4959409,105.778121,0.155948515,2,1,2,1263735.083,690774.4594,1264156.319,692955.3909,165.8452638
1092106.135,767835.8081,3875.0,115774.9286,7380.953523,8181.102362,29.87740092,1.9047622,15.68563306,2,1,2,1091569.717,765277.9263,1091199.762,763355.1745,144.3214509
1093413.156,767645.9443,3880.905512,155177.3571,539821.5359,8202.755906,39.98483258,139.0967995,0.287460479,2,1,2,1093127.7759999998,765052.5236,1092522.535,763189.9395,144.9619272
1100435.173,691406.1996,3690.944882,70628.57143,300804.487,7580.708661,19.13563429,81.49796235,0.234798929,3,1,3,1100109.986,690094.9375,1099650.84,688243.5039,192.7024108
1111652.553,692558.3682,3312.992126,99504.42857,409979.492,6596.456693,30.03461064,123.74900890000002,0.242705868,2,1,2,1106881.672,697307.7906,1105519.356,697595.5582,163.5833586
1042597.775,686291.0419,4025.590551,243445.2857,1219488.153,6824.80315,60.47442794,302.9339764,0.19962907,1,1,0,1045124.389,685715.7853,1047119.816,685332.9061,63.44048601
1043022.736,686899.8272,3789.370079,168819.7143,815773.6143,6858.267717000001,44.55086486,215.2794785,0.206944318,2,1,2,1045360.354,686635.0082,1047255.893,686243.6365,52.08334139
1054330.049,730296.3491,4450.787402,349714.2857,1594563.485,8230.314961,78.5735768,358.26548,0.219316627,2,1,2,1056670.297,729404.4321,1058708.2759999998,728730.1466,100.2143012
1237006.3490000002,644395.9186,4173.228346,72472.85714,474736.6568,7847.440945,17.36613747,113.7576517,0.152659071,1,1,1,1239517.623,644161.3315,1241587.815,643886.1073,201.4166978
1048594.805,617085.8789,4555.11811,219142.8571,727055.6601,7007.874016,48.10914928,159.6129107,0.30141139,2,1,2,1051281.567,616535.9997,1053256.127,615879.0017,274.16288260000005
1315217.733,595469.5848,3722.440945,83985.57143,625421.0373,6441.929134,22.56196208,168.0136895,0.134286451,1,1,1,1315416.492,592961.5495,1314644.852,591200.4888,36.55952947
1314595.618,585476.796,4453.740157,77000.0,527093.0816,6227.362204999999,17.28883978,118.3484135,0.146084255,3,1,3,1314300.905,583769.3113,1313935.854,581654.316,254.2606686
1085491.819,765960.9493,4067.913386,118370.4286,494954.9337,8154.527559,29.09856168,121.6729283,0.239153952,3,1,3,1083963.087,766152.663,1081950.557,766405.0482,82.16667938
1090923.95,688199.5807,3853.346457,94309.5,422462.8987,7659.448819,24.47470038,109.635327,0.223237355,2,1,2,1091750.215,690523.7454,1092251.279,692452.9079999999,128.6992263
1085277.943,764538.2211,4000.984252,121549.8571,488285.5041,8146.653543,30.37998889,122.0413462,0.248931939,2,1,2,1082643.434,765065.61,1080729.628,765331.9073,251.4405151
1079669.919,762678.6898,3883.858268,123089.1429,460133.8093,8086.614173000001,31.69249091,118.4733782,0.267507278,2,1,2,1077040.213,763194.2382,1075199.053,763455.5009999999,50.11140231
1038080.871,652604.588,4276.574803,321142.8571,1302041.535,6456.692913,75.09347361,304.4589642,0.246645632,2,1,2,1038520.311,655403.2883,1038827.505,657281.5177,63.32143837
1039595.453,663258.6458,3764.76378,188571.4286,791228.6225,6993.110236,50.08851541,210.1668707,0.23832736,2,1,2,1042072.522,663010.3167,1043841.366,662815.9372,117.5238277
1016425.135,660473.2176,4178.149606,175511.3571,891188.8759999999,6441.929134,42.00695851,213.2975025,0.196940696,2,1,2,1015937.864,657864.667,1015578.554,655919.4851,27.82143288
1016521.408,661126.2064,3484.251969,236142.8571,914639.6416,6613.188976,67.77433414,262.5067446,0.258181306,2,1,2,1014061.401,661724.1907,1012310.967,662106.5514,29.07143307
1017933.779,671100.8039,4281.4960630000005,177158.7143,832974.5575,6512.795276,41.37775947,194.5522185,0.212682023,3,1,3,1017694.063,669291.9920000001,1017397.888,667057.1592,108.7706518
1019273.269,671398.69,4276.574803,349857.1429,1408494.813,6737.204723999999,81.80779221,329.3511462,0.248390792,1,1,1,1019712.524,673933.7537,1020116.706,675873.3859,111.1071601
1017967.523,671596.7935,4015.748031,223292.5714,1189773.172,6768.700787000001,55.60422857,296.2768488,0.18767659,1,1,1,1018510.868,674100.5029,1018964.304,676002.1545,72.38096358
1307622.127,596634.6085,3440.944882,82571.42857,601589.0455,6458.661417,23.99673096,174.8325144,0.137255539,1,1,1,1307461.115,594191.4877,1307305.996,592417.5277,49.80953152
1017702.808,660232.5846,4068.897638,143001.7857,733084.792,10761.81102,35.14509296,180.1679121,0.195068548,3,1,3,1017792.989,660734.7710000001,1017806.914,660812.3113,30.70476666
1085804.62,768241.5837,4251.968504,133323.0714,471149.1443,7423.228345999999,31.35561124,110.80729879999998,0.282974241,3,1,3,1083906.774,768586.7124,1081518.909,769020.9524,133.3984333
1231509.992,650512.2514,3844.488189,50571.42857,199239.9832,8078.740156999999,13.15426816,51.82483946,0.253821687,2,1,2,1232165.889,653031.7865,1232594.751,654944.2428,92.97620487
1237845.93,638277.7424,4308.070866,71200.71429,300303.3203,7685.03937,16.52728483,69.70714494,0.2370959939999999,2,1,2,1237470.785,635901.2092,1237045.015,633712.7645,102.7797778
1094626.949,682191.7192,5755.905511999999,237227.5714,174145.4793,7448.818898,41.21463963,30.25509696,1.362237896,1,1,1,1098207.709,681617.4773,1101094.1,680995.7983,103.8571589
1045819.26,640814.704,3966.535433,236000.0,872557.8731,7729.330709000001,59.49776675,219.9798509,0.270469166,2,1,2,1046327.328,643311.537,1046728.233,645323.3279,146.6666894
1006480.551,662872.6238,6338.582677,321251.5,1685458.082,6357.283465,50.68191366,265.904567,0.190601892,1,1,1,1002754.126,663713.2907,999607.6699,664255.7783,65.64128000000001
1022195.066,617411.3637,3951.771654,217248.9286,1170889.741,6068.897638,54.97507134,296.2948883,0.1855417469999999,2,1,2,1022822.467,619966.7402,1023021.243,621891.8641,6.666667698
1026981.414,659639.68,4060.03937,167475.7857,862242.9906,6529.527559,41.24979352,212.3730614,0.1942327019999999,2,1,2,1027472.387,662281.8604,1027808.031,664212.6237,49.88294423
1026930.135,658993.0308,4148.622047,166185.0714,846568.7977,6288.385827,40.05789622,204.0602369,0.196304272,2,1,2,1026387.296,656434.7061,1025940.259,654427.478,63.03572404
