gross_perforated_length,total_proppant,total_fluid,true_vertical_depth,proppant_intensity,frac_fluid_intensity,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,batch_frac_classification,well_family_relationship,frac_seasoning,OilPeakRate
3736.220472,108285.7143,496468.0292,7841.535433,28.98268854,132.8797465,0.21811216,4.584797104,1.0,2,2,47.0,26.00000402
4387.795276,168188.3571,638949.2179,9005.905512000001,38.33094905,145.61965130000002,0.263226486,3.799009805,1.0,2,0,24.0,66.49008966
4063.976378,166857.1429,624335.6681,9012.795276,41.05760648,153.6267955,0.267255503,3.741737737,1.0,2,2,16.0,51.88096041
4372.047243999999,93485.71429,910223.248,8970.472441,21.38259471,208.1915398,0.102706357,9.736495624,1.0,2,0,23.0,145.8214511
4065.944882,163980.5714,621223.12,8940.944882,40.33024947,152.7869014,0.263964051,3.788394653,1.0,2,2,6.0,97.70239607
3978.346457,315857.1429,1131368.056,8271.653543,79.39407648,284.3814807,0.279181599,3.581897961,1.0,0,1,35.0,163.2297872
4133.858268,305571.4286,1332721.206,8114.173228000001,73.91918367,322.39160610000005,0.229283835,4.361406472,1.0,2,2,13.0,194.7024111
4021.653543,151714.2857,523295.581,7734.251969,37.72435494,130.1195081,0.289920823,3.449217577,1.0,2,2,6.0,268.9048035
3735.23622,136285.7143,508716.7216,8769.685039,36.48650479999999,136.1939892,0.267900992,3.732722276,1.0,2,2,44.0,27.76190906
2755.9055120000003,47547.85714,198214.0307,6555.11811,17.25307959,71.92337685,0.23988139,4.168726891,1.0,2,0,21.0,240.3159386
3249.0157480000003,90571.42857,815782.8405,5935.03937,27.8765742,251.0861454,0.111023944,9.007066063,1.0,2,2,67.0,36.7070635
3842.519685,417232.2857,1786080.7759999998,10223.4252,108.5829924,464.8202021000001,0.233602137,4.280782762,1.0,2,2,29.0,207.154794
4057.086614,192714.2857,726872.6125,7072.834645999999,47.50065849,179.1612262,0.265128005,3.771763,1.0,2,0,89.0,148.86907069999998
4238.188976,194110.0,647822.6003,7931.102362,45.80022294,152.8536372,0.299634499,3.337399414,1.0,2,0,26.0,261.30956430000003
4015.748031,190428.5714,728655.1128,7066.929134,47.42044818,181.4494104,0.261342531,3.826395941,1.0,2,2,35.0,95.12818933
4273.622047,247000.0,594581.5682,7288.385826999999,57.79640719,139.1282527,0.415418192,2.407212827,1.0,1,0,16.0,45.9404833
4219.488189,237285.7143,569983.0644,7298.228345999999,56.23566263,135.0834601,0.416303096,2.402095997,1.0,1,1,22.0,18.03571708
4143.700787,133000.0,496361.0054,8130.905512,32.09691211,119.786884,0.267950138,3.732037635,1.0,3,3,31.0,79.23453607
4132.874016,139464.2857,3646375.564,8253.937007999999,33.74510938,882.2856807000001,0.038247373,26.14558663,1.0,2,0,10.0,335.4889408
3930.11811,150714.2857,535044.5828,8204.724409,38.34853851,136.1395683,0.281685472,3.550058843,1.0,2,2,12.0,312.1310007
3964.566929,321285.7143,721959.8498,3097.440945,81.03929635,182.1030803,0.445018811,2.24709602,1.0,1,1,27.0,50.00000774
4356.299213,145000.0,675031.7473,8160.433070999999,33.2851333,154.955322,0.2148047119999999,4.655391361,1.0,2,2,27.0,115.7444227
4094.488189,258571.4286,873966.1591,7144.685039,63.1510989,213.4494273,0.2958597719999999,3.3799796210000004,1.0,2,0,15.0,149.79764219999998
3799.212598,399000.0,2095569.324,7574.80315,105.0217617,551.5799051,0.190401718,5.252053444,1.0,2,2,424.0,82.42064768
4530.511811,207142.8571,1006543.584,7797.244094,45.72173427,222.16995040000003,0.205796212,4.859175924,1.0,2,2,30.0,29.27704421
5089.566929,172142.8571,785895.1454,8314.96063,33.82269249,154.41297,0.2190404889999999,4.56536599,1.0,2,2,24.0,65.50001014
4109.251969,319142.8571,772296.4767,3035.433071,77.66446536,187.9408911,0.4132387839999999,2.419908387,1.0,1,0,28.0,47.26270573
4223.425197,168138.5714,701820.5491,2970.472441,39.81095049,166.1733111,0.239574877,4.174060378,1.0,2,2,24.0,45.47619751
4262.795276,416571.4286,2079402.822,7534.448819,97.72259788,487.8026476,0.200332242,4.991707733999999,1.0,2,0,31.0,112.369065
3666.338583,170971.3571,632541.0741,8812.992126000001,46.63272453,172.52663930000003,0.270292893,3.699690315,1.0,2,1,63.0,227.8571781
3997.047244,207338.5714,1374478.2130000002,8945.866142,51.87293489,343.87339669999994,0.150848933,6.629148659,1.0,2,2,29.0,125.4166861
2831.692913,124000.0,494227.1717,8097.440945,43.79005909,174.5341698,0.250896768,3.985702998,1.0,1,0,20.0,67.76191525
4062.992126,288000.0,1027629.492,8045.275591,70.88372093,252.924313,0.280256651,3.56815796,1.0,1,1,21.0,82.93731442
3335.629921,221942.6429,1801884.505,9382.874016,66.53695047,540.1931712,0.123172513,8.11869446,1.0,2,2,23.0,75.91667842
3840.551181,87000.0,938771.3,2703.740157,22.65299846,244.4366071,0.092674329,10.79047471,1.0,2,0,61.0,47.44898694
12350.3937,292000.0,1712099.265,7125.0,23.64297099,138.62710019999997,0.1705508589999999,5.863353647,2.5,0,0,41.0,219.8540023
4580.708661,177285.7143,915293.594,7931.102362,38.70268279,199.8148456,0.1936927289999999,5.162816405,1.0,2,2,74.0,101.0194204
4262.795276,592714.2857,1332227.051,2975.393701,139.04357290000002,312.52428639999994,0.444904857,2.247671574,1.0,2,0,15.0,90.45358543
4237.204724,355428.5714,862076.181,3095.472441,83.88279409,203.4539837,0.412293692,2.4254554930000003,1.0,2,0,15.0,55.97662431
4171.259843,235857.1429,797921.3021,7313.976378,56.543383,191.2902414,0.29558948,3.38307033,1.0,1,0,3.0,96.54287208
3853.346457,114285.7143,483848.0749,8001.968504,29.65882138,125.5656818,0.236201651,4.233670655,1.0,2,1,21.0,180.6365359
4529.527559,190428.5714,629206.3593,7266.732282999999,42.04159682,138.9121384,0.302648835,3.3041594260000005,1.0,2,2,34.0,47.02897553
11688.97638,281428.5714,1611519.749,7128.937008,24.0764086,137.8666273,0.174635509,5.726212307999999,2.5,0,0,37.0,228.18217819999995
4450.787402,329714.2857,926802.7149,8296.259843,74.07998989,208.2334273,0.355754553,2.810926778,1.0,2,0,29.0,100.4643013
3683.070866,178142.8571,548186.3706,7846.456693000001,48.36802321,148.8394849,0.324967687,3.077229025,1.0,2,1,30.0,155.5238336
4218.503937,346857.1429,849859.9649,7275.590551,82.22278515,201.4600383,0.408134466,2.450172881,1.0,3,3,20.0,133.3861318
4192.913386,590857.1429,1408040.5159999998,3006.889764,140.9180416,335.8143577,0.419630782,2.3830472940000003,1.0,2,0,23.0,122.8401551
4568.897638,159533.0714,575829.5177,7815.944881999999,34.91719099,126.0324838,0.277049138,3.609468009,1.0,1,2,43.0,427.6155424
5752.952756000001,262857.1429,842123.6184,8327.755906,45.69082244,146.3811114,0.312136054,3.203731157,1.0,2,0,28.0,246.8313874
4147.637795000001,291142.8571,953749.8381,7049.212598,70.19486067,229.9501271,0.3052612389999999,3.275882663,1.0,2,2,24.0,112.3996206
4186.023622,292857.1429,954775.0525,7050.19685,69.96070001,228.0863986,0.306728943,3.260207496,1.0,2,2,54.0,135.5143067
4256.8897640000005,222285.7143,1015470.11,9198.818898,52.21786953,238.5474292,0.218899318,4.568310261000001,1.0,2,2,43.0,173.6738364
4441.929134,186857.1429,919674.1899,8725.393701,42.06666456,207.0438682,0.203177544,4.921803768999999,1.0,2,2,29.0,50.5714364
3249.0157480000003,58911.42857,336117.552,6291.338583,18.13208465,103.4521154,0.175270313,5.705472778,1.0,2,2,29.0,50.72619833
4137.795276,290714.2857,1038246.994,8062.007874,70.25825744,250.9179224,0.280004939,3.571365581,1.0,1,1,26.0,157.1309767
3997.047244,289285.7143,1026497.992,7989.173228000001,72.37485489,256.81407540000004,0.2818180999999999,3.5483881210000003,1.0,1,1,25.0,212.8809853
3983.267717,1389857.1430000002,634275.5982,8939.96063,348.9238589,159.2349908,2.191251164,0.456360282,1.0,2,0,39.0,273.5952804
4219.488189,217070.0,607755.0941,8894.685039,51.44462794,144.03526369999997,0.357166895,2.799811554,1.0,2,0,144.0,232.8567821
3929.133858,190285.7143,825534.5563,9883.858268,48.42943029,210.1059893,0.2304999989999999,4.338394816,1.0,2,2,31.0,150.9528011
4418.307087,137285.7143,519429.8066,7585.629921,31.07201731,117.5630839,0.264300802,3.78356779,1.0,2,0,34.0,137.0238307
5911.417323,238000.0,843181.6781,8349.409448999999,40.26107226,142.636128,0.282264198,3.54278016,1.0,2,1,19.0,152.5520077
5267.7165350000005,239000.0,826959.0804,8447.834646,45.37070254,156.9862529,0.289010673,3.460079834,1.0,2,0,16.0,114.7738273
3497.047244,150142.8571,529636.1891,8317.913386,42.93418037,151.45239740000002,0.283483003,3.527548358,1.0,2,1,23.0,50.94048407
4575.787402,168048.5,598537.0212,7825.787402,36.72559174,130.8052514,0.280765423,3.561692138,1.0,2,2,25.0,165.34526369999998
3435.0393700000004,228124.0714,1215000.533,9191.929134,66.41090446,353.70789160000004,0.187756355,5.326051414,1.0,2,2,54.0,47.70238833
4387.795276,190714.2857,650688.9936,7512.795276000001,43.46471832,148.29520359999998,0.293095915,3.4118524010000004,1.0,2,2,15.0,90.85953787
4210.629921,187000.0,818346.9838,8195.866142,44.411407200000006,194.3526264,0.228509427,4.376187079,1.0,2,2,15.0,53.34524635
3330.708661,175252.9286,986776.6527,6500.984252,52.61730952,296.2662763,0.1776014139999999,5.63058581,1.0,1,1,26.0,167.17859730000004
2531.496063,198714.2857,502342.8992,5115.15748,78.49677849,198.4371639,0.395574987,2.527965704,1.0,2,0,14.0,109.952398
4182.086614,196898.7143,671609.9373,7678.149606,47.08145298,160.5920678,0.293174212,3.410941202,1.0,1,1,30.0,93.59049067
3322.834646,200428.5714,1258972.195,7452.755906,60.31855112,378.884997,0.1592001569999999,6.28140083,1.0,1,0,20.0,45.76191184
4143.700787,139005.4286,493696.4812,7631.889764,33.54620319,119.1438539,0.281560501,3.551634539,1.0,2,0,38.0,79.81271076
3395.669291,143285.7143,767535.3926,8550.19685,42.19660455,226.0336113,0.186682876,5.356677715,1.0,2,2,9.0,217.2091606
4237.204724,354000.0,851740.6318,7222.440945,83.5456446,201.0147461,0.415619482,2.406046983,1.0,1,0,33.0,74.03572574
4529.527559,313165.3571,581161.5185,7871.062992,69.138636,128.3051071,0.538861138,1.855765669,1.0,1,1,34.0,180.4285994
4490.15748,160656.7857,577472.5179,7914.370079,35.77976639,128.6085222,0.278206808,3.594448348,1.0,1,1,40.0,113.7262081
4211.614173,113428.5714,710648.5386,7734.251969,26.93232731,168.7354324,0.159612755,6.265163437999999,1.0,2,0,29.0,119.6666852
3968.503937,194348.9286,599794.7357,7911.417323000001,48.9728451,151.13875280000002,0.324025732,3.086174645,1.0,1,0,50.0,114.6071606
3840.551181,167180.3571,455219.5705,7748.031496,43.53030314,118.5297498,0.367252131,2.722924979,1.0,1,1,53.0,197.4643163
3776.574803,130392.0714,482726.908,7652.559055,34.52654276,127.82135490000002,0.270115606,3.702118563,1.0,2,2,14.0,150.2024042
4064.96063,196000.0,753780.2476,7840.551181,48.21694915,185.4335912,0.260022733,3.84581759,1.0,1,0,24.0,13.18730363
4432.086614,207000.0,686244.5229,8549.212598,46.70486342,154.8355397,0.301641752,3.315190932,1.0,2,0,36.0,191.9286011
4171.259843,258571.4286,871848.9325,7269.685039,61.98880874,209.0133354,0.296578248,3.371791452,1.0,2,0,9.0,86.09525142
3749.015748,153285.7143,544623.5843,7949.80315,40.88692195,145.2710847,0.281452582,3.5529963560000004,1.0,2,0,13.0,241.45241830000003
3714.566929,117428.5714,552023.7283,8610.23622,31.61299114,148.6105214,0.212723775,4.700931993,1.0,2,0,22.0,196.0952684
3350.393701,143571.4286,651638.5532,7792.322834999999,42.85210677,194.4961134,0.220323718,4.538775993,1.0,2,2,41.0,25.17857533
4475.393701,129662.6429,478092.4073,9120.07874,28.97234333,106.8268937,0.2712083289999999,3.687202395,1.0,2,2,32.0,63.14669345
4216.535433,155142.8571,644205.933,9157.480315,36.79391757,152.7808655,0.240828048,4.152340268000001,1.0,1,1,8.0,39.94048237
4535.433071,167393.5714,582795.2926,7794.291339,36.90795759,128.4982676,0.287225332,3.481587062,1.0,1,1,21.0,363.1060086
4480.314961,154334.0714,568167.3498,7791.338583,34.44714775,126.8141537,0.271634883,3.681412306,1.0,1,0,17.0,362.2941037
4171.259843,229142.8571,825553.7468,7280.511811,54.93372885,197.9147255,0.277562615,3.602790666,1.0,1,0,6.0,83.02382237
3562.992126,158857.1429,562340.087,7802.165354000001,44.58531965,157.8280465,0.282493008,3.53991062,1.0,2,1,49.0,154.59526200000002
4460.629921,143706.3571,488961.9685,6729.330709000001,32.2166061,109.6172463,0.293900889,3.4025075730000003,1.0,2,2,48.0,101.5119205
3517.716535,87142.85714,388650.0125,8481.299213,24.77256375,110.4836074,0.22421936,4.459918177,1.0,1,1,21.0,236.2381318
4264.763779999999,189857.1429,710919.7886,8933.070866,44.51762223,166.6961701,0.267058458,3.74449851,1.0,2,2,31.0,112.61489840000002
2566.929134,179857.1429,876562.7785,8025.590551,70.06704645,341.4830456,0.205184554,4.873661199,1.0,2,2,26.0,121.473114
3811.023622,233000.0,1335019.2659999998,7228.346457,61.13842975,350.3046421,0.174529316,5.729696421,1.0,2,2,21.0,47.54564228
3963.582677,94285.71429,906037.1402,7137.795276000001,23.78800241,228.5904481,0.104063851,9.609484821,1.0,0,2,74.0,57.0916755
3737.204724,86084.28571,458684.5591,8489.173228,23.03440461,122.7346621,0.187676441,5.328319278,1.0,1,0,12.0,138.80954530000002
3604.330709,231000.0,1786021.36,9338.582677,64.08956854,495.5209452,0.129337759,7.731694198,1.0,2,2,54.0,64.55874015
3738.188976,192142.8571,406640.3486,7857.283465,51.39998495,108.7800406,0.472513015,2.116343822,1.0,2,2,41.0,90.61906164
3702.755906,158571.4286,420718.7794,7796.259843000001,42.82524493,113.6231472,0.376905991,2.653181492,1.0,2,0,48.0,57.48810414
2997.0472440000003,200142.8571,769729.3809999999,3401.574803,66.78001407,256.829245,0.260017172,3.845899834,1.0,2,2,2.0,71.55953488
3855.314961,169571.4286,473275.228,7972.440945,43.98380685,122.7591605,0.35829348,2.791008084,1.0,2,2,41.0,108.00001670000002
3190.944882,201051.1429,587265.9361,7893.700787000001,63.00677395,184.0413915,0.342351106,2.9209778560000004,1.0,2,0,31.0,61.56945397
